Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1989,4.0,0.3741,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Change the transmission signal strength for a specific set of vehicles during the run-time
1990,5.0,0.2653,"omnet, inet, make, project, build, link, error, library, fail, command",Omnet++ make issues
1991,2.0,0.2212,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to compute receiving threshold (rxThresh_ ) and transmit power (pt_) for the transmission range 1.5 KM in ns2?
1992,7.0,0.3194,"implement, find, add, function, route, code, class, type, program, call","NS-3, adding queue size to adhoc network"
1993,2.0,0.2764,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Location of nodes in Omnet/Inet
1994,4.0,0.2764,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to work with energy model in ns3 as in ns2 for energy modifying protocol as energy aware?
1995,0.0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to provide .ini file for wirelesshost.ned in OMNeT++
1996,2.0,0.2513,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Wireless communication between multiple adhoc nodes in omnet++ using inet
1997,5.0,0.3066,"omnet, inet, make, project, build, link, error, library, fail, command",How to color bar charts or blocks with different colors in GNUPLOT V 5.0?
1998,0.0,0.2875,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to send messages from vanet network to the server in OMNET++
1999,7.0,0.5022,"implement, find, add, function, route, code, class, type, program, call","Use Path Choosing factor to route the packets based on (Available Energy, Path Survivalibility factor, and congestion level) in NS2 using AODV"
2000,7.0,0.2205,"implement, find, add, function, route, code, class, type, program, call",tcp based worm in omnet++
2001,1.0,0.2344,"file, set, parameter, number, module, trace, generate, script, random, position",custom module to be used with radiomedium
2002,1.0,0.2768,"file, set, parameter, number, module, trace, generate, script, random, position","Tictoc Tutorial:Why are the positions of the module vectors overlapping,not separate?"
2003,7.0,0.3066,"implement, find, add, function, route, code, class, type, program, call",Veins simulation terminates calling openssl ECDSA_SIG_get0 function
2004,1.0,0.2875,"file, set, parameter, number, module, trace, generate, script, random, position",How to declare a set of parameters in omnetpp.ini
2005,3.0,0.2083,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed","Why can I send BSMs with vehicle modules, but not with the RSUs?"
2006,4.0,0.2609,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to evaluate the time spent on digital signing using Omnet++ and Crypto++?
2007,3.0,0.3018,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",place an rsu in a specific edge
2008,3.0,0.2344,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Custom Module using veins and omnet++
2009,3.0,0.2986,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Vehicle value retrieval from Veins 4.7.1
2010,0.0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",Is it possible to realize a particular scenario in ns-3 (using Python) and how?
2011,3.0,0.2614,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to improve AODV routing protocol by using ant colony algorithm in ns2
2012,4.0,0.2126,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to get SIgnal Strength (RSSI) on omnet++ from an inet Radio Model?
2013,0.0,0.1705,"packet, message, send, node, receive, application, multiple, datum, specific, server",Multiple networks in one simulation (how configure ini)
2014,0.0,0.4196,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to correctly send custom message to server after some event in OMNET++
2015,2.0,0.4038,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to send UDP packet in a wireless network from multi-host simultaneously in INET/Veins_inet
2016,1.0,0.2344,"file, set, parameter, number, module, trace, generate, script, random, position",How to get sender position at MAC layer
2017,6.0,0.2614,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",omnet ++ program and when executing this message appears error in module( cModule )
2018,5.0,0.2431,"omnet, inet, make, project, build, link, error, library, fail, command",RTP/UDP/IP video streaming using OMNeT++
2019,7.0,0.3322,"implement, find, add, function, route, code, class, type, program, call",Adding APIT to NS2.35 Ubuntu 16.04 and I cant find the apit_packet.h file
2020,7.0,0.1788,"implement, find, add, function, route, code, class, type, program, call",Model error: No nic with this ID () is registered
2021,4.0,0.3493,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Measure time duration(nodes meeting start time and end time) for a pair of nodes using trace files
2022,2.0,0.3071,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Omnetpp.ini - How to create loop for the host parametres
2023,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",Calculate Packet Received time in ns3
2024,7.0,0.4911,"implement, find, add, function, route, code, class, type, program, call",how to add information about congestion level at node and select route based on that in aodv?
2025,4.0,0.1875,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Error undefined reference to `boost::random::random_device::random_device() when running using waf in ns3
2026,5.0,0.3237,"omnet, inet, make, project, build, link, error, library, fail, command",Omnet++ error while importing INET package in different project ubuntu 16.04
2027,0.0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",Error of packet being dropped during MAC filtering
2028,4.0,0.3464,"simulation, run, time, calculate, work, delay, distance, end, throughput, result","How to record jitter, end-to-end delay and packet loss in omnet++ and create graphs based on those?"
2029,2.0,0.2319,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Omnet++:Get list of neighboring junctions
2030,5.0,0.2824,"omnet, inet, make, project, build, link, error, library, fail, command",Omnet++ How to inherit from cSimpleModule in different project in the same workspace?
2031,4.0,0.3229,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Omnet++ (Eclipse IDE?) crashes when running INET projects - EXCEPTION_ACCESS_VIOLATION in opplibs.dll
2032,6.0,0.2208,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Error while accessing Mobility module at the MAC layer of Veins
2033,7.0,0.2083,"implement, find, add, function, route, code, class, type, program, call",Compilation error while adding mp-olsr on ns 2.35 (Jiazi YI ns 2.29)
2034,6.0,0.2542,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",How can resolve an error of compilation in NS2
2035,2.0,0.3071,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor","How to fix ""error in module SensorManager during network initialization"" in Castalia"
2036,1.0,0.3176,"file, set, parameter, number, module, trace, generate, script, random, position","“ error: ""The parameter map.net.xml is not allowed in this context"" , when I want to create "" .poly.xml"" file” in sumo"
2037,0.0,0.2981,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to correctly receive data via socketDataArrived method on client side
2038,5.0,0.2859,"omnet, inet, make, project, build, link, error, library, fail, command",Compiling omnet++ 5.2.1 trying to compile and older version for project
2039,7.0,0.2344,"implement, find, add, function, route, code, class, type, program, call",Cant find RoutingAccessTable.h?
2040,0.0,0.375,"packet, message, send, node, receive, application, multiple, datum, specific, server",Broadcasting from application layer (or a lower layer) [INET 4.1.0]
2041,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",Retrieve safety data from omnetpp and sumo
2042,4.0,0.253,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to fix Omnet++ Visualization for my results (Chart see data but dont plot it)
2043,1.0,0.2875,"file, set, parameter, number, module, trace, generate, script, random, position",How to set package name in .ned file?
2044,5.0,0.2875,"omnet, inet, make, project, build, link, error, library, fail, command",Linking INET with OMNETPP
2045,2.0,0.1986,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",how to access the different nodes of my simulation in OMNet++?
2046,3.0,0.3494,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to implement RSU to RSU communication in omnet++ Veins?
2047,2.0,0.196,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Castalia : Is it possible to connect a sink node to a router?
2048,1.0,0.2118,"file, set, parameter, number, module, trace, generate, script, random, position",How to access the methods in sub module which are defined in parent module
2049,6.0,0.2319,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",How to read/write data from/to external hardware in omnet++
2050,5.0,0.3044,"omnet, inet, make, project, build, link, error, library, fail, command",How to integrate INET in existing Omnet++ project?
2051,0.0,0.375,"packet, message, send, node, receive, application, multiple, datum, specific, server",Default packet size and data rate of omnet++
2052,3.0,0.2764,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to utilize data in xml from flow monitor
2053,1.0,0.2396,"file, set, parameter, number, module, trace, generate, script, random, position",How to combine between Omnet ++ vectors and Pcap file
2054,5.0,0.2311,"omnet, inet, make, project, build, link, error, library, fail, command",Castalia building error when changing the version of omnet++
2055,3.0,0.3229,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Getting the edge connected two nodes(junctions) in veins?
2056,4.0,0.2614,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",OMNETPP has different running time with SUMO
2057,5.0,0.2895,"omnet, inet, make, project, build, link, error, library, fail, command",How to write my own application derived from UdpBasicApp in Omnet++ (inet)?
2058,7.0,0.2981,"implement, find, add, function, route, code, class, type, program, call",Error when building castalia : Call of an overloaded function is ambiguous
2059,4.0,0.2212,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Ns3 getdeconds() problem. Use this function to get time delay but failed
2060,2.0,0.2653,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor","Connect, repetitively, nodes based at their euclidean distance in omnet++"
2061,1.0,0.3194,"file, set, parameter, number, module, trace, generate, script, random, position",how can resolve an error in cmu-trace.cc in ns2
2062,1.0,0.5477,"file, set, parameter, number, module, trace, generate, script, random, position","generated trace-file dont have all the features that are needed for my research,how to configure the trace file to get the needed features in ns2?"
2063,3.0,0.3229,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How can I stop whole application after a car arrives at destiny
2064,0.0,0.4348,"packet, message, send, node, receive, application, multiple, datum, specific, server",car node cant receive wave short messages
2065,5.0,0.2097,"omnet, inet, make, project, build, link, error, library, fail, command",Omnet++4.6 warning: ‘cLinkedList’ is deprecated
2066,3.0,0.2614,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to use small numbers for junction names in sumo?
2067,7.0,0.196,"implement, find, add, function, route, code, class, type, program, call",Omnet++ / Data in a pandas cell(list) vs pandas series(column)
2068,1.0,0.2396,"file, set, parameter, number, module, trace, generate, script, random, position",How can I display text to see the content of some variables in UdpBasicApp?
2069,5.0,0.2583,"omnet, inet, make, project, build, link, error, library, fail, command","Try to create new project with INET reference, got : ""unexpected NAME, expecting $end"" in .msg file"
2070,5.0,0.3403,"omnet, inet, make, project, build, link, error, library, fail, command",Omnet++/INET : casting from cMessage to Mypacket type failed
2071,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",OMNET++: error in module cModule during network setup
2072,6.0,0.2875,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Co -simulating Omnetpp with Veirlog(RTL)
2073,7.0,0.2083,"implement, find, add, function, route, code, class, type, program, call",How can I get cTopology in omnet++?
2074,3.0,0.2553,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How can I modify veins source code to build my first VANET simulation trigger by a RSU?
2075,5.0,0.2895,"omnet, inet, make, project, build, link, error, library, fail, command",How to get user defined field in message file INET
2076,3.0,0.2344,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",save values of hopCount and dstSeqNo in file
2077,3.0,0.3875,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Getting vehicle current edge ID
2078,5.0,0.3692,"omnet, inet, make, project, build, link, error, library, fail, command",Error getting IPv4 Adress in Openflow TestCases (INET)
2079,5.0,0.3422,"omnet, inet, make, project, build, link, error, library, fail, command",Errors while building a project in omnet++
2080,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to redirect the incoming traffic to a module to its simple submodule in Omnet++?
2081,4.0,0.221,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How can I create a a thread with Veins functionalities?
2082,1.0,0.3523,"file, set, parameter, number, module, trace, generate, script, random, position",Waf cant be invoked - ImportError: cannot import name Scripting
2083,0.0,0.2951,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to send parking information to server in veins?
2084,5.0,0.3255,"omnet, inet, make, project, build, link, error, library, fail, command","Cant find UdpBasicApp.h file, fatal error: UdpBasicApp.h file not found in omnet++"
2085,1.0,0.2205,"file, set, parameter, number, module, trace, generate, script, random, position",Integrate omnet++4.6 with 5.1
2086,7.0,0.221,"implement, find, add, function, route, code, class, type, program, call",How to register a new class (new application) in Omnet++
2087,7.0,0.2653,"implement, find, add, function, route, code, class, type, program, call",How to register all IDs of neighbor in list?
2088,5.0,0.3665,"omnet, inet, make, project, build, link, error, library, fail, command",how to fix NETA build project problem on INET framework in omnet++
2089,1.0,0.2344,"file, set, parameter, number, module, trace, generate, script, random, position",Compilation error in c++ stream in aomdv module of ns-3
2090,5.0,0.2311,"omnet, inet, make, project, build, link, error, library, fail, command",How to change parameters Runtime in Omnet++ with setDoubleValue()
2091,2.0,0.2083,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor","handleMessage(): Unknown protocol: id = 47, name = udp -- in module (inet::MessageDispatcher) during network initialization"
2092,6.0,0.2581,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu","error: syntax error, unexpected NAME, expecting $end in OMNET++?"
2093,5.0,0.2802,"omnet, inet, make, project, build, link, error, library, fail, command",How to calculate the free bandwidth scope and re-routing the packet in the network MPLS Using OMNET++ with an INET project?
2094,5.0,0.2509,"omnet, inet, make, project, build, link, error, library, fail, command",check_and_cast(): Cannot cast (inet::Indication*)ERROR to type inet::Packet * in Omnet++?
2095,1.0,0.4062,"file, set, parameter, number, module, trace, generate, script, random, position",write OMNET++ output to a text file
2096,5.0,0.2344,"omnet, inet, make, project, build, link, error, library, fail, command",Assert Failed ipv4-l3-protocol.cc
2097,5.0,0.4038,"omnet, inet, make, project, build, link, error, library, fail, command",Cant link INET library to omnet project correctly Ubuntu 18
2098,7.0,0.4714,"implement, find, add, function, route, code, class, type, program, call",Error: NED type myApp could not be fully resolved due to a missing base type or interface?
2099,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to use NetworKit as a library in OMNeT++?
2100,0.0,0.325,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to send one msg to next module after receiving all messages from previous module in OMNET++
2101,6.0,0.2764,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",How to do correctly SetDefault? Why my code has error?
2102,3.0,0.2066,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed","Undeclared signal ""NF_NO_MATCH_FOUND"" error in openflow 1.0"
2103,2.0,0.2083,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Segmentation fault error in python embedded code in C++ code of Omnet++ simple module
2104,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",call Matlab from C++ on Ubuntu
2105,1.0,0.1986,"file, set, parameter, number, module, trace, generate, script, random, position",Defragmenting Tcp Packets
2106,2.0,0.3319,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Can I create two nodes with the same ID in omnet++?
2107,0.0,0.1562,"packet, message, send, node, receive, application, multiple, datum, specific, server",Is there any example of dynamic module creation of type WirelessHost in omnet++?
2108,0.0,0.2344,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to apply Ipv4NetworkConfigurator and UnitDiskRadioMedium of the network on dynamic module in omnet++?
2109,7.0,0.2981,"implement, find, add, function, route, code, class, type, program, call",How to create routing table with flood method in omnetpp
2110,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",dynamic module : Ipv4 configurator does not assign address to the dynamic module omnet++
2111,2.0,0.2344,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to assign an IP address to a dynamic node in OMNeT++?
2112,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",Allow the RSU to receive a message from vehicles?
2113,4.0,0.2875,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",how to add recv energy in ns2?
2114,1.0,0.3523,"file, set, parameter, number, module, trace, generate, script, random, position","how to retrieve energy parameters from node configuration ""Energy module"" in NS2 tcl file?"
2115,0.0,0.3653,"packet, message, send, node, receive, application, multiple, datum, specific, server",omnet++ Error in broadcasting message from a node
2116,7.0,0.3587,"implement, find, add, function, route, code, class, type, program, call","How to implement routing function between compound module vectors (including routers, hosts, mobile modules, etc.)?"
2117,6.0,0.3653,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",How to print correctly const char* struct member of a list?
2118,3.0,0.2083,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",how do you install Veins 5a1 on Windows 7? and connect it with Matlab
2119,3.0,0.2344,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",parkingArea.occupancy in Veins
2120,2.0,0.3875,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Omnet++ - Hierarchical Wireless Network
2121,7.0,0.2344,"implement, find, add, function, route, code, class, type, program, call","error in module ipv4NetworkConfigurator, configurator module ipv4NetworkConfigurator not found"
2122,5.0,0.2468,"omnet, inet, make, project, build, link, error, library, fail, command",Is it possible to apply computation to RSUs in simulation tools such as Omnet and Veins?
2123,1.0,0.2025,"file, set, parameter, number, module, trace, generate, script, random, position",How to generate graph from results analysis in OMNeT++
2124,5.0,0.2211,"omnet, inet, make, project, build, link, error, library, fail, command",Injecting IPv4 Packets into OMNeT++/INET4 using Co-Simulation
2125,2.0,0.233,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Node Clustering Loop in Tcl (or any language)
2126,5.0,0.322,"omnet, inet, make, project, build, link, error, library, fail, command",How to construct a packet of 20 bits in Omnet++?
2127,4.0,0.2875,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Simulation in express mode takes a lot of time
2128,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to compile INET with 3rd party dll (libaudiofile)
2129,1.0,0.2344,"file, set, parameter, number, module, trace, generate, script, random, position",Reference Arrays and Variables after proc tcl
2130,3.0,0.2875,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How can I access all vehicle information in Veins 4.7.1?
2131,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",Error in Module LteMacEndRealisticD2D : out_of_range vector
2132,4.0,0.2083,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to record time simulation in OMNeT++?
2133,7.0,0.4698,"implement, find, add, function, route, code, class, type, program, call",How to implement code routing Connectivity Aware Routing and Greedy Perimeter Coordinator Routing
2134,2.0,0.3826,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Dynamically Create Nested Lists in TCL
2135,3.0,0.2431,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Is anyone embedded aqua-sim-ng with ns-3.29?
2136,3.0,0.3319,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to set network area dimensions in omnet++?
2137,7.0,0.2513,"implement, find, add, function, route, code, class, type, program, call",Implement Machine Learning into Veins
2138,0.0,0.2875,"packet, message, send, node, receive, application, multiple, datum, specific, server",Receive and send a reply to another aodv node in omnet ++
2139,0.0,0.3229,"packet, message, send, node, receive, application, multiple, datum, specific, server",How can i receive and send a msg in omnet inet?
2140,4.0,0.375,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",calculate distance of vehicular nodes for every time instance
2141,5.0,0.2344,"omnet, inet, make, project, build, link, error, library, fail, command",I need some solution please
2142,4.0,0.2639,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to produce simulation results using batch for different configuration in omnet++?
2143,4.0,0.2396,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to record an application int variable in omnet++?
2144,6.0,0.1986,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Light-weight implementation of the TCP/IP protocol suite in NS-3
2145,1.0,0.1705,"file, set, parameter, number, module, trace, generate, script, random, position",Is there any way to trace the specific node in ns2 wireless simulation?
2146,5.0,0.3044,"omnet, inet, make, project, build, link, error, library, fail, command",How to destruct messages after calling endSimulation() in omnet++?
2147,7.0,0.2609,"implement, find, add, function, route, code, class, type, program, call",How can my RSU call a function at periodic time intervals in Veins?
2148,0.0,0.3176,"packet, message, send, node, receive, application, multiple, datum, specific, server",Error: Self message link-break received when AckingMac is down when running multiple simulation in omnet++
2149,7.0,0.2614,"implement, find, add, function, route, code, class, type, program, call",Loop Calling Processes and assigning values in Tcl
2150,4.0,0.2205,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Using Paho MQTT in OMNeT++ Simulation
2151,4.0,0.4519,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Can we record only some simulation results in omnet++ instead of all simulation results?
2152,4.0,0.2126,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Having problems making a SUMO simulation work for omnet++
2153,6.0,0.4177,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Sample executable hanging after fresh Windows OMNeT++ Installation
2154,6.0,0.3229,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",how can i solve this problem amorphous/amorphous.cc:89:15: error: ‘rqueue’ was not declared in this scope
2155,7.0,0.3422,"implement, find, add, function, route, code, class, type, program, call",How to typecast cMessage to message definition type
2156,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",Using .sh script to automate ZRP protocol after patching
2157,4.0,0.3137,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Change/set new position of a node during the simulation time in Omnet++
2158,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",ExtServer -TCPEchoApp
2159,5.0,0.3137,"omnet, inet, make, project, build, link, error, library, fail, command",Change message content with INet on Omnet++
2160,5.0,0.3194,"omnet, inet, make, project, build, link, error, library, fail, command",How to profile INET with kcachegrind
2161,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",How can I print cPacket?
2162,6.0,0.1986,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",how can I add new variable to olsr_pkt.h in Ns2
2163,4.0,0.2614,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Computing End-To-End Delay in Veins
2164,0.0,0.2951,"packet, message, send, node, receive, application, multiple, datum, specific, server",Is there a way to sniff/listen an unicast packet/message on Omnet?
2165,5.0,0.4348,"omnet, inet, make, project, build, link, error, library, fail, command",How to import a user model profile to a papyrus project in omnet++?
2166,3.0,0.2981,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed","Getting error ""Could not start SUMO"" while following Veins tutorial"
2167,1.0,0.1875,"file, set, parameter, number, module, trace, generate, script, random, position",how to find a list of available parameters for manetRouter in omnet.ini file
2168,2.0,0.2412,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to get and print mobile nodes position in aodv NS3?
2169,5.0,0.3323,"omnet, inet, make, project, build, link, error, library, fail, command",Failure warning when trying to display the sequence chart in omnet++ with Inet
2170,5.0,0.2839,"omnet, inet, make, project, build, link, error, library, fail, command","Is it possible to create events (Temperature, humidity, noises) in the environment of a WSN in OMNET++ with INET++"
2171,1.0,0.3044,"file, set, parameter, number, module, trace, generate, script, random, position",Accessing a module types parameters within a network ned file
2172,0.0,0.2688,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to apply ascending ID parameter to thousands of multiple module types
2173,3.0,0.233,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",handlePositionUpdate doesnt work with RSU
2174,1.0,0.2396,"file, set, parameter, number, module, trace, generate, script, random, position",Changes on RectangleValue makes too big xml file
2175,1.0,0.3875,"file, set, parameter, number, module, trace, generate, script, random, position",Setting up new gate connections in initialize()
2176,0.0,0.2581,"packet, message, send, node, receive, application, multiple, datum, specific, server",Creating complete graph of nodes of different types
2177,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to get the received time of each packet in NS-3? (802.11n+MIMO example)
2178,1.0,0.2344,"file, set, parameter, number, module, trace, generate, script, random, position",Castalia S-MAC parameters
2179,1.0,0.1927,"file, set, parameter, number, module, trace, generate, script, random, position",how to compress payload packet UDP with lz4?
2180,0.0,0.1705,"packet, message, send, node, receive, application, multiple, datum, specific, server",How to get the number of lost packets using TCP in NS-3 ? (80211n + MIMO example)
2181,2.0,0.3403,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How to simulate coexisting wban network with a multi-channel support in Castalia?
2182,1.0,0.2083,"file, set, parameter, number, module, trace, generate, script, random, position",BaseApplLayer.h file not found
2183,3.0,0.2208,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Artery (VEINS extension) - LTE and IEEE 802.11p combined
2184,1.0,0.2083,"file, set, parameter, number, module, trace, generate, script, random, position",Using OpenDayLight with NS-3 simulator
2185,1.0,0.3165,"file, set, parameter, number, module, trace, generate, script, random, position",Routing file does not show EV statement in the logs and not sure if omnetpp.ini even detecting the WaveAppLayer file
2186,2.0,0.2396,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Throughput Plot in OMNeT++ for a Wireless Network with TCP as Transport Layer Protocol
2187,5.0,0.3208,"omnet, inet, make, project, build, link, error, library, fail, command",Omnet and Inet linking error : undefined reference to typinfo
2188,0.0,0.2109,"packet, message, send, node, receive, application, multiple, datum, specific, server",how to create customized messages in veins
2189,6.0,0.375,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu","How to fix ‘cant read ""node_(0)"": no such variable’ error in tcl?"
2190,1.0,0.375,"file, set, parameter, number, module, trace, generate, script, random, position",How can I integrate a CSV-File into OMNeT++ latest Version?
2191,3.0,0.2614,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to program a vehicle as an sdn controller?
2192,4.0,0.2488,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Error running test command in veins_hetvnet
2193,4.0,0.1875,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",I can not open the OMNeT++ IDE
2194,5.0,0.2847,"omnet, inet, make, project, build, link, error, library, fail, command",Error message when trying to create sequence charts in Omnet++ Inet
2195,0.0,0.2981,"packet, message, send, node, receive, application, multiple, datum, specific, server",Recording/exporting the packet traffic log in OMNeT++
2196,1.0,0.1875,"file, set, parameter, number, module, trace, generate, script, random, position",par() from .ini file unexpected behaviour
2197,1.0,0.3322,"file, set, parameter, number, module, trace, generate, script, random, position",How to enable logging in derived class from cChannel?
2198,5.0,0.2948,"omnet, inet, make, project, build, link, error, library, fail, command",Reinforcement Learning in OMNeT++
2199,4.0,0.2614,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to run multiple simulations on omnet++
2200,4.0,0.2581,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Why cars stop at the intersection for no reason in veins?
2201,0.0,0.2212,"packet, message, send, node, receive, application, multiple, datum, specific, server",Why does the FINISH function run multiple times (in veins)?
2202,3.0,0.2396,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",how to fix makefiles errors on veins project
2203,5.0,0.2653,"omnet, inet, make, project, build, link, error, library, fail, command",getting MAC layer data from higher layers (TraciDEMO)
2204,6.0,0.4028,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Unable to install OMNET++ 4.6 on WIndows 10
2205,3.0,0.3194,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to differentiate RSU IDs from Node IDs in Veins and Omnet++?
2206,1.0,0.2715,"file, set, parameter, number, module, trace, generate, script, random, position","Label-Color, Color, and Shape issues for NS2 (nam) nodes in Tcl"
2207,3.0,0.2653,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How change vehicle color
